Date,Received Quantity,Received Currency,Sent Quantity,Sent Currency,Fee Amount,Fee Currency,Tag
2021-01-27 17:12:51,0.095644,GRT,,,,,
2021-01-27 17:12:14,0.006119,SNX,,,,,
2021-01-27 17:01:45,0.010828,XLM,,,,,
2021-01-27 16:55:43,0.000004,ETH,,,,,
2021-01-27 16:54:30,0.000007,BTC,,,,,
2021-01-27 16:51:42,0.01,USD,,,,,
2021-01-27 09:18:14,35.00,USD,,,,,
2021-01-26 15:38:39,0.026791,ETH,35.01,USD,,,,
2021-01-26 12:28:56,0.081575,GRT,,,,,
2021-01-26 12:28:43,0.005218,SNX,,,,,
2021-01-26 12:26:13,0.009284,XLM,,,,,
2021-01-26 12:24:45,0.000006,BTC,,,,,
2021-01-26 12:24:03,0.01,USD,,,,,
2021-01-26 09:09:50,35.00,USD,,,,,
2021-01-26 02:06:22,12.825824,SNX,210.11,USD,,,,
2021-01-25 11:58:44,0.085782,GRT,,,,,
2021-01-25 11:55:51,0.009761,XLM,,,,,
2021-01-25 11:54:18,0.000006,BTC,,,,,
2021-01-25 11:53:36,0.05,USD,,,,,
2021-01-25 09:11:25,35.00,USD,,,,,
2021-01-24 10:12:36,0.077759,GRT,,,,,
2021-01-24 10:09:47,0.008855,XLM,,,,,
2021-01-24 10:08:11,0.000005,BTC,,,,,
2021-01-24 10:07:31,0.04,USD,,,,,
2021-01-24 09:48:50,35.00,USD,,,,,
2021-01-23 23:29:19,1800.000000,GRT,1048.81,USD,,,,
2021-01-23 23:28:02,1188.83,USD,0.973172,ETH,,,,
2021-01-23 21:14:28,0.002151,BTC,70.02,USD,,,,
2021-01-23 21:00:55,,,5.979347,ATOM,,,
2021-01-23 10:49:09,0.001013,ATOM,,,,,
2021-01-23 10:47:12,0.008925,XLM,,,,,
2021-01-23 10:45:18,0.000107,ETH,,,,,
2021-01-23 10:44:47,0.000005,BTC,,,,,
2021-01-23 10:43:48,0.01,USD,,,,,
2021-01-23 09:19:07,35.00,USD,,,,,
2021-01-22 11:14:53,0.001065,ATOM,,,,,
2021-01-22 11:13:21,0.009378,XLM,,,,,
2021-01-22 11:12:00,0.000113,ETH,,,,,
2021-01-22 11:11:41,0.000006,BTC,,,,,
2021-01-22 11:10:58,0.01,USD,,,,,
2021-01-22 09:11:16,35.00,USD,,,,,
2021-01-22 00:44:00,1000.00,USD,,,,,
2021-01-22 00:43:54,0.907661,ETH,1000.00,USD,,,,
2021-01-21 21:29:44,0.028482,ETH,35.01,USD,,,,
2021-01-21 10:28:36,0.001041,ATOM,,,,,
2021-01-21 10:27:33,0.009189,XLM,,,,,
2021-01-21 10:26:32,0.000004,ETH,,,,,
2021-01-21 10:26:21,0.000005,BTC,,,,,
2021-01-21 10:25:48,0.01,USD,,,,,
2021-01-21 10:04:38,35.00,USD,,,,,
2021-01-21 09:45:22,500.00,USD,,,,,
2021-01-21 09:45:14,0.015019,BTC,500.00,USD,,,,
2021-01-21 01:56:50,0.000995,BTC,35.01,USD,,,,
2021-01-20 10:14:44,0.001016,ATOM,,,,,
2021-01-20 10:12:03,0.008937,XLM,,,,,
2021-01-20 10:09:02,0.000004,ETH,,,,,
2021-01-20 10:08:19,0.000004,BTC,,,,,
2021-01-20 10:06:02,0.01,USD,,,,,
2021-01-20 09:22:19,35.00,USD,,,,,
2021-01-20 09:15:26,118.895354,XLM,35.01,USD,,,,
2021-01-19 10:36:44,0.001046,ATOM,,,,,
2021-01-19 10:34:30,0.000004,ETH,,,,,
2021-01-19 10:34:17,0.000004,BTC,,,,,
2021-01-19 10:33:47,0.01,USD,,,,,
2021-01-19 09:35:32,35.00,USD,,,,,
2021-01-19 00:52:15,,,964.081381,DAI,,,
2021-01-19 00:28:18,,,964.081381,DAI,,,
2021-01-19 00:26:55,929.305634,DAI,935.01,USD,,,,
2021-01-19 00:26:25,900.00,USD,0.024898,BTC,,,,
2021-01-18 10:19:14,0.005256,DAI,,,,,
2021-01-18 10:16:24,0.001034,ATOM,,,,,
2021-01-18 10:12:17,0.000004,ETH,,,,,
2021-01-18 10:11:55,0.000006,BTC,,,,,
2021-01-18 10:10:55,0.01,USD,,,,,
2021-01-18 09:02:05,35.00,USD,,,,,
2021-01-18 01:16:47,,,17.744608,SNX,,,
2021-01-18 01:16:09,0.001936,BTC,70.02,USD,,,,
2021-01-17 10:14:26,0.005098,DAI,,,,,
2021-01-17 10:13:49,0.006878,SNX,,,,,
2021-01-17 10:11:57,0.001003,ATOM,,,,,
2021-01-17 10:07:19,0.000004,ETH,,,,,
2021-01-17 10:06:55,0.000006,BTC,,,,,
2021-01-17 10:05:51,0.01,USD,,,,,
2021-01-17 09:13:05,35.00,USD,,,,,
2021-01-16 10:52:46,0.005170,DAI,,,,,
2021-01-16 10:52:25,0.005132,SNX,,,,,
2021-01-16 10:50:58,0.001018,ATOM,,,,,
2021-01-16 10:48:08,0.000004,ETH,,,,,
2021-01-16 10:47:47,0.000006,BTC,,,,,
2021-01-16 10:47:07,0.01,USD,,,,,
2021-01-16 09:40:07,35.00,USD,,,,,
2021-01-15 22:42:10,1000.00,USD,,,,,
2021-01-15 22:42:02,0.026919,BTC,1000.00,USD,,,,
2021-01-15 22:19:11,0.000957,BTC,35.01,USD,,,,
2021-01-15 11:11:12,0.005309,DAI,,,,,
2021-01-15 11:10:45,0.005268,SNX,,,,,
2021-01-15 11:09:19,0.001045,ATOM,,,,,
2021-01-15 11:06:02,0.000004,ETH,,,,,
2021-01-15 11:05:39,0.000003,BTC,,,,,
2021-01-15 11:04:45,0.01,USD,,,,,
2021-01-15 09:14:39,35.00,USD,,,,,
2021-01-14 15:36:42,34.754914,DAI,35.01,USD,,,,
2021-01-14 10:50:41,0.005038,SNX,,,,,
2021-01-14 10:49:32,0.001000,ATOM,,,,,
2021-01-14 10:47:00,0.000004,ETH,,,,,
2021-01-14 10:46:46,0.000003,BTC,,,,,
2021-01-14 10:46:11,0.01,USD,,,,,
2021-01-14 09:42:30,35.00,USD,,,,,
2021-01-14 07:13:58,,,471.316396,XLM,,,
2021-01-13 11:33:46,0.005472,SNX,,,,,
2021-01-13 11:32:30,0.001085,ATOM,,,,,
2021-01-13 11:31:05,0.037948,XLM,,,,,
2021-01-13 11:29:45,0.000004,ETH,,,,,
2021-01-13 11:29:20,0.000003,BTC,,,,,
2021-01-13 09:53:32,120.396370,XLM,35.00,USD,,,,
2021-01-13 09:14:52,35.00,USD,,,,,
2021-01-13 01:04:21,0.001050,BTC,35.01,USD,,,,
2021-01-12 10:15:55,0.005163,SNX,,,,,
2021-01-12 10:15:07,0.001025,ATOM,,,,,
2021-01-12 10:14:06,0.026680,XLM,,,,,
2021-01-12 10:13:14,0.000004,ETH,,,,,
2021-01-12 10:12:59,0.000003,BTC,,,,,
2021-01-12 10:12:01,0.01,USD,,,,,
2021-01-12 09:33:09,35.00,USD,,,,,
2021-01-11 16:20:43,0.036769,ETH,35.01,USD,,,,
2021-01-11 10:23:15,0.005101,SNX,,,,,
2021-01-11 10:22:24,0.001013,ATOM,,,,,
2021-01-11 10:21:31,0.026425,XLM,,,,,
2021-01-11 10:20:29,0.000003,BTC,,,,,
2021-01-11 10:19:37,0.01,USD,,,,,
2021-01-11 09:04:29,35.00,USD,,,,,
2021-01-10 14:40:16,350.828972,XLM,105.05,USD,,,,
2021-01-10 10:47:15,0.005228,SNX,,,,,
2021-01-10 10:45:16,0.001039,ATOM,,,,,
2021-01-10 10:39:02,0.000003,BTC,,,,,
2021-01-10 10:35:53,0.02,USD,,,,,
2021-01-10 09:16:11,35.00,USD,,,,,
2021-01-09 10:35:15,0.005225,SNX,,,,,
2021-01-09 10:32:05,0.001038,ATOM,,,,,
2021-01-09 10:23:34,0.000003,BTC,,,,,
2021-01-09 10:17:43,0.02,USD,,,,,
2021-01-09 09:55:55,,,3.140727,LINK,,,
2021-01-09 09:04:45,35.00,USD,,,,,
2021-01-08 10:23:35,0.005077,SNX,,,,,
2021-01-08 10:19:53,0.001006,ATOM,,,,,
2021-01-08 10:18:05,0.000341,LINK,,,,,
2021-01-08 10:11:09,0.000003,BTC,,,,,
2021-01-08 10:04:40,0.01,USD,,,,,
2021-01-08 09:27:53,35.00,USD,,,,,
2021-01-07 20:02:08,0.025204,BTC,1000.00,USD,,,,
2021-01-07 18:36:56,1000.00,USD,,,,,
2021-01-07 18:23:59,0.000890,BTC,35.01,USD,,,,
2021-01-07 15:44:09,,,4.000000,SNX,,,
2021-01-07 10:52:25,0.006304,SNX,,,,,
2021-01-07 10:51:37,0.000959,ATOM,,,,,
2021-01-07 10:51:07,0.000326,LINK,,,,,
2021-01-07 10:48:24,0.01,USD,,,,,
2021-01-07 09:06:50,35.00,USD,,,,,
2021-01-06 20:54:32,5.752723,SNX,70.02,USD,,,,
2021-01-06 12:32:09,0.004828,SNX,,,,,
2021-01-06 12:30:12,0.001109,ATOM,,,,,
2021-01-06 12:28:51,0.000376,LINK,,,,,
2021-01-06 12:21:27,0.02,USD,,,,,
2021-01-06 09:26:24,35.00,USD,,,,,
2021-01-05 10:39:50,0.004535,SNX,,,,,
2021-01-05 10:37:50,0.001042,ATOM,,,,,
2021-01-05 10:36:11,0.000353,LINK,,,,,
2021-01-05 10:28:35,0.01,USD,,,,,
2021-01-05 09:26:00,35.00,USD,,,,,
2021-01-04 11:59:27,11.234225,SNX,105.04,USD,,,,
2021-01-04 10:19:20,0.000993,ATOM,,,,,
2021-01-04 10:18:15,0.000337,LINK,,,,,
2021-01-04 10:11:58,0.02,USD,,,,,
2021-01-04 09:12:19,35.00,USD,,,,,
2021-01-03 11:09:34,0.000959,ATOM,,,,,
2021-01-03 11:09:04,0.000326,LINK,,,,,
2021-01-03 11:06:31,0.01,USD,,,,,
2021-01-03 09:33:21,35.00,USD,,,,,
2021-01-02 12:47:22,0.001090,ATOM,,,,,
2021-01-02 12:46:10,0.000370,LINK,,,,,
2021-01-02 12:24:29,0.01,USD,,,,,
2021-01-02 09:23:29,35.00,USD,,,,,
2021-01-01 20:23:33,5.956709,ATOM,35.01,USD,,,,
2021-01-01 11:56:47,,,0.003765,BTC,,,
2021-01-01 11:21:39,0.001984,DOT,,,,,
2021-01-01 11:19:38,0.000363,LINK,,,,,
2021-01-01 11:16:21,0.000000,BTC,,,,,
2021-01-01 11:13:21,0.01,USD,,,,,
2021-01-01 10:20:36,35.00,USD,,,,,
2020-12-31 16:43:48,,,3640.488834,XLM,,,
2020-12-31 16:00:19,276.154308,XLM,35.01,USD,,,,
2020-12-31 10:24:39,0.001855,DOT,,,,,
2020-12-31 10:21:44,0.000339,LINK,,,,,
2020-12-31 10:20:39,0.249932,XLM,,,,,
2020-12-31 10:17:31,0.000000,BTC,,,,,
2020-12-31 10:13:50,0.01,USD,,,,,
2020-12-31 09:06:43,35.00,USD,,,,,
2020-12-31 04:11:25,,,4.688412,SNX,,,
2020-12-30 13:56:27,,,1.024349,ETH,,,
2020-12-30 13:54:26,4.688412,SNX,35.01,USD,,,,
2020-12-30 11:04:18,0.001905,DOT,,,,,
2020-12-30 11:01:57,0.000349,LINK,,,,,
2020-12-30 11:01:03,0.256891,XLM,,,,,
2020-12-30 10:58:55,0.000115,ETH,,,,,
2020-12-30 10:58:20,0.000000,BTC,,,,,
2020-12-30 10:55:17,0.01,USD,,,,,
2020-12-30 09:03:29,35.00,USD,,,,,
2020-12-29 11:39:21,506.204095,XLM,70.04,USD,,,,
2020-12-29 11:05:40,0.001920,DOT,,,,,
2020-12-29 11:03:27,0.000351,LINK,,,,,
2020-12-29 11:02:20,0.219638,XLM,,,,,
2020-12-29 11:00:04,0.000115,ETH,,,,,
2020-12-29 10:59:32,0.000000,BTC,,,,,
2020-12-29 10:56:38,0.02,USD,,,,,
2020-12-29 04:47:10,,,1000.000000,XLM,,,
2020-12-28 10:55:04,0.001897,DOT,,,,,
2020-12-28 10:54:18,0.000347,LINK,,,,,
2020-12-28 10:54:01,0.293560,XLM,,,,,
2020-12-28 10:53:23,0.000114,ETH,,,,,
2020-12-28 10:53:13,0.000000,BTC,,,,,
2020-12-28 10:52:31,0.01,USD,,,,,
2020-12-28 10:07:37,35.00,USD,,,,,
2020-12-27 11:01:36,0.001933,DOT,,,,,
2020-12-27 11:00:36,0.000354,LINK,,,,,
2020-12-27 11:00:14,0.299072,XLM,,,,,
2020-12-27 10:59:29,0.000117,ETH,,,,,
2020-12-27 10:59:16,0.000000,BTC,,,,,
2020-12-27 10:58:21,0.01,USD,,,,,
2020-12-27 09:29:45,35.00,USD,,,,,
2020-12-27 08:34:17,3.136196,LINK,35.01,USD,,,,
2020-12-26 10:41:04,0.001850,DOT,,,,,
2020-12-26 10:39:30,0.286309,XLM,,,,,
2020-12-26 10:38:32,0.000112,ETH,,,,,
2020-12-26 10:38:07,0.000000,BTC,,,,,
2020-12-26 10:37:01,0.01,USD,,,,,
2020-12-26 10:24:11,35.00,USD,,,,,
2020-12-26 09:13:09,462.080500,XLM,70.02,USD,,,,
2020-12-25 11:22:19,0.001954,DOT,,,,,
2020-12-25 11:20:52,0.266271,XLM,,,,,
2020-12-25 11:19:54,0.000118,ETH,,,,,
2020-12-25 11:19:32,0.000000,BTC,,,,,
2020-12-25 11:18:09,0.02,USD,,,,,
2020-12-25 09:15:02,35.00,USD,,,,,
2020-12-24 10:44:18,0.001928,DOT,,,,,
2020-12-24 10:42:56,0.262683,XLM,,,,,
2020-12-24 10:42:16,0.000116,ETH,,,,,
2020-12-24 10:42:04,0.000000,BTC,,,,,
2020-12-24 10:41:10,0.01,USD,,,,,
2020-12-24 10:10:54,35.00,USD,,,,,
2020-12-23 16:45:14,491.840105,XLM,70.02,USD,,,,
2020-12-23 10:25:58,0.001785,DOT,,,,,
2020-12-23 10:24:50,0.208361,XLM,,,,,
2020-12-23 10:24:13,0.000108,ETH,,,,,
2020-12-23 10:24:03,0.000000,BTC,,,,,
2020-12-23 10:23:13,0.01,USD,,,,,
2020-12-23 09:25:00,35.00,USD,,,,,
2020-12-22 15:51:09,,,0.013000,BTC,,,
2020-12-22 11:55:43,0.001942,DOT,,,,,
2020-12-22 11:52:22,0.226152,XLM,,,,,
2020-12-22 11:50:12,0.000117,ETH,,,,,
2020-12-22 11:49:42,0.000002,BTC,,,,,
2020-12-22 11:46:12,0.01,USD,,,,,
2020-12-22 09:20:10,35.00,USD,,,,,
2020-12-22 02:44:02,213.973963,XLM,35.01,USD,,,,
2020-12-21 11:26:07,0.001918,DOT,,,,,
2020-12-21 11:24:02,0.207587,XLM,,,,,
2020-12-21 11:22:32,0.000116,ETH,,,,,
2020-12-21 11:22:04,0.000002,BTC,,,,,
2020-12-21 11:19:59,0.01,USD,,,,,
2020-12-21 09:18:17,35.00,USD,,,,,
2020-12-20 21:39:57,0.054309,ETH,35.01,USD,,,,
2020-12-20 11:13:57,0.001968,DOT,,,,,
2020-12-20 11:09:02,0.212085,XLM,,,,,
2020-12-20 11:05:35,0.000112,ETH,,,,,
2020-12-20 11:04:44,0.000002,BTC,,,,,
2020-12-20 11:00:16,0.01,USD,,,,,
2020-12-20 10:02:23,35.00,USD,,,,,
2020-12-19 10:23:16,0.001768,DOT,,,,,
2020-12-19 10:21:59,0.191352,XLM,,,,,
2020-12-19 10:21:06,0.000101,ETH,,,,,
2020-12-19 10:20:54,0.000002,BTC,,,,,
2020-12-19 10:09:01,0.968679,ETH,645.24,USD,,,,
2020-12-19 10:08:37,2687.055969,XLM,501.00,USD,,,,
2020-12-19 09:24:05,35.00,USD,,,,,
2020-12-18 12:03:47,0.001921,DOT,,,,,
2020-12-18 11:58:04,0.000002,BTC,,,,,
2020-12-18 11:55:13,0.24,USD,,,,,
2020-12-18 11:19:13,610.00,USD,,,,,
2020-12-18 11:18:39,501.00,USD,,,,,
2020-12-18 11:05:52,,,6.422447,DOT,,,
2020-12-18 11:01:26,6.422447,DOT,35.00,USD,,,,
2020-12-18 09:10:05,35.00,USD,,,,,
2020-12-17 11:42:07,0.000002,BTC,,,,,
2020-12-17 10:54:06,0.016750,BTC,383.73,USD,,,,
2020-12-17 10:53:34,313.73,USD,1670.168541,XLM,,,,
2020-12-17 09:45:18,35.00,USD,,,,,
2020-12-16 11:14:47,35.00,USD,,,,,
2020-12-16 10:31:34,0.125390,XLM,,,,,
2020-12-15 10:57:05,0.130700,XLM,,,,,
2020-12-15 10:38:36,610.996321,XLM,105.02,USD,,,,
2020-12-15 09:42:48,35.00,USD,,,,,
2020-12-14 10:22:36,0.079349,XLM,,,,,
2020-12-14 10:20:56,0.01,USD,,,,,
2020-12-14 09:18:04,35.00,USD,,,,,
2020-12-13 10:50:50,0.083565,XLM,,,,,
2020-12-13 10:49:13,0.01,USD,,,,,
2020-12-13 09:32:11,35.00,USD,,,,,
2020-12-13 07:50:38,188.575588,XLM,31.33,USD,,,,
2020-12-13 07:50:08,31.33,USD,6.565392,DOT,,,,
2020-12-12 13:22:27,437.328976,XLM,70.02,USD,,,,
2020-12-12 10:04:56,0.001860,DOT,,,,,
2020-12-12 10:03:57,0.031711,XLM,,,,,
2020-12-12 10:02:21,0.01,USD,,,,,
2020-12-12 09:18:10,35.00,USD,,,,,
2020-12-11 11:05:50,0.002002,DOT,,,,,
2020-12-11 11:03:49,0.034129,XLM,,,,,
2020-12-11 11:00:12,0.01,USD,,,,,
2020-12-11 09:18:40,35.00,USD,,,,,
2020-12-11 02:38:45,432.782813,XLM,70.02,USD,,,,
2020-12-10 10:20:45,0.001884,DOT,,,,,
2020-12-10 10:13:04,0.01,USD,,,,,
2020-12-10 09:15:09,35.00,USD,,,,,
2020-12-10 05:46:36,,,842.308982,XLM,,,
2020-12-09 11:03:04,0.001966,DOT,,,,,
2020-12-09 11:01:54,0.065258,XLM,,,,,
2020-12-09 10:59:30,0.01,USD,,,,,
2020-12-09 09:18:34,35.00,USD,,,,,
2020-12-09 02:53:10,,,2.060545,ETH,,,
2020-12-08 10:43:43,0.001984,DOT,,,,,
2020-12-08 10:42:20,0.065869,XLM,,,,,
2020-12-08 10:40:59,0.000237,ETH,,,,,
2020-12-08 09:53:22,440.391564,XLM,70.01,USD,,,,
2020-12-08 09:17:53,35.00,USD,,,,,
2020-12-07 10:10:51,0.001916,DOT,,,,,
2020-12-07 10:08:52,0.030328,XLM,,,,,
2020-12-07 10:07:30,0.000228,ETH,,,,,
2020-12-07 10:04:40,0.01,USD,,,,,
2020-12-07 09:36:45,35.00,USD,,,,,
2020-12-06 12:05:35,401.755962,XLM,70.02,USD,,,,
2020-12-06 10:28:09,0.001929,DOT,,,,,
2020-12-06 10:25:32,0.000230,ETH,,,,,
2020-12-06 10:24:13,0.01,USD,,,,,
2020-12-06 09:26:35,35.00,USD,,,,,
2020-12-06 07:51:47,,,2042.929675,XLM,,,
2020-12-05 10:35:33,0.001918,DOT,,,,,
2020-12-05 10:34:22,0.154545,XLM,,,,,
2020-12-05 10:33:32,0.000229,ETH,,,,,
2020-12-05 10:32:24,0.01,USD,,,,,
2020-12-05 09:13:24,35.00,USD,,,,,
2020-12-04 15:33:21,,,7.394167,LINK,,,
2020-12-04 15:32:02,200.555481,XLM,35.01,USD,,,,
2020-12-04 10:50:21,0.001986,DOT,,,,,
2020-12-04 10:49:31,0.000843,LINK,,,,,
2020-12-04 10:49:10,0.144298,XLM,,,,,
2020-12-04 10:48:18,0.000237,ETH,,,,,
2020-12-04 10:47:08,0.01,USD,,,,,
2020-12-04 09:21:06,35.00,USD,,,,,
2020-12-04 04:09:29,6.547947,DOT,35.01,USD,,,,
2020-12-03 10:13:38,0.000804,LINK,,,,,
2020-12-03 10:13:22,0.137744,XLM,,,,,
2020-12-03 10:12:45,0.000226,ETH,,,,,
2020-12-03 10:11:51,0.01,USD,,,,,
2020-12-03 09:12:22,35.00,USD,,,,,
2020-12-02 10:45:12,0.000820,LINK,,,,,
2020-12-02 10:44:40,0.140410,XLM,,,,,
2020-12-02 10:42:59,0.000230,ETH,,,,,
2020-12-02 09:54:00,0.057804,ETH,35.00,USD,,,,
2020-12-02 09:46:02,35.00,USD,,,,,
2020-12-02 08:05:40,370.926511,XLM,70.02,USD,,,,
2020-12-01 10:48:45,0.000835,LINK,,,,,
2020-12-01 10:48:27,0.114195,XLM,,,,,
2020-12-01 10:47:37,0.000228,ETH,,,,,
2020-12-01 10:46:25,0.02,USD,,,,,
2020-12-01 09:15:30,35.00,USD,,,,,
2020-11-30 10:26:01,0.000818,LINK,,,,,
2020-11-30 10:25:42,0.111907,XLM,,,,,
2020-11-30 10:24:11,0.01,USD,,,,,
2020-11-30 09:19:41,35.00,USD,,,,,
2020-11-30 03:27:32,1116.540092,XLM,227.63,USD,,,,
2020-11-30 03:27:14,227.63,USD,0.012458,BTC,,,,
2020-11-30 03:26:31,,,2.000897,ETH,,,
2020-11-29 20:24:23,354.104491,XLM,70.02,USD,,,,
2020-11-29 10:32:32,0.000819,LINK,,,,,
2020-11-29 10:31:32,0.000224,ETH,,,,,
2020-11-29 10:31:23,0.000001,BTC,,,,,
2020-11-29 10:30:39,0.01,USD,,,,,
2020-11-29 09:49:05,35.00,USD,,,,,
2020-11-28 10:36:30,0.000828,LINK,,,,,
2020-11-28 10:35:43,0.000226,ETH,,,,,
2020-11-28 10:35:34,0.000001,BTC,,,,,
2020-11-28 10:34:57,0.01,USD,,,,,
2020-11-28 09:51:53,35.00,USD,,,,,
2020-11-27 17:11:07,0.012455,BTC,212.04,USD,,,,
2020-11-27 10:25:00,0.000818,LINK,,,,,
2020-11-27 10:24:16,0.000224,ETH,,,,,
2020-11-27 10:23:36,0.05,USD,,,,,
2020-11-27 09:22:10,35.00,USD,,,,,
2020-11-26 23:28:34,1.000000,ETH,526.40,USD,,,,
2020-11-26 10:31:28,0.000836,LINK,,,,,
2020-11-26 10:29:40,0.000114,ETH,,,,,
2020-11-26 10:27:38,0.15,USD,,,,,
2020-11-26 09:05:30,35.00,USD,,,,,
2020-11-26 04:19:12,34.60,USD,34.709883,DAI,,,,
2020-11-25 10:16:11,35.00,USD,,,,,
2020-11-25 10:07:23,0.005094,DAI,,,,,
2020-11-25 10:06:07,0.000800,LINK,,,,,
2020-11-25 10:05:08,0.000109,ETH,,,,,
2020-11-25 10:04:06,0.12,USD,,,,,
2020-11-25 08:40:20,1.000000,ETH,604.84,USD,,,,
2020-11-24 11:58:42,1082.17,USD,7000.000000,XLM,,,,
2020-11-24 11:53:16,7000.000000,XLM,,,,,
2020-11-24 10:44:20,0.005282,DAI,,,,,
2020-11-24 10:43:25,0.000830,LINK,,,,,
2020-11-24 10:41:59,0.03,USD,,,,,
2020-11-24 10:09:19,51.15,USD,334.540875,XLM,,,,
2020-11-24 09:35:26,35.00,USD,,,,,
2020-11-23 10:29:18,0.005292,DAI,,,,,
2020-11-23 10:28:02,0.000831,LINK,,,,,
2020-11-23 10:27:43,0.025877,XLM,,,,,
2020-11-23 10:25:49,0.01,USD,,,,,
2020-11-23 09:19:21,35.00,USD,,,,,
2020-11-23 01:09:27,334.514997,XLM,35.01,USD,,,,
2020-11-22 10:11:22,0.005240,DAI,,,,,
2020-11-22 10:10:31,0.000823,LINK,,,,,
2020-11-22 10:08:59,0.01,USD,,,,,
2020-11-22 09:20:24,35.00,USD,,,,,
2020-11-22 01:17:46,34.688975,DAI,35.01,USD,,,,
2020-11-21 10:06:25,0.000815,LINK,,,,,
2020-11-21 10:04:51,0.01,USD,,,,,
2020-11-21 09:29:05,35.00,USD,,,,,
2020-11-21 09:18:44,4.789579,LINK,70.02,USD,,,,
2020-11-20 10:17:45,0.000280,LINK,,,,,
2020-11-20 10:14:52,0.01,USD,,,,,
2020-11-20 09:20:59,35.00,USD,,,,,
2020-11-19 10:56:53,0.000294,LINK,,,,,
2020-11-19 10:54:37,0.01,USD,,,,,
2020-11-19 09:49:48,35.00,USD,,,,,
2020-11-19 05:21:20,2.592493,LINK,35.01,USD,,,,
2020-11-18 10:25:31,0.01,USD,,,,,
2020-11-18 09:20:35,35.00,USD,,,,,
2020-11-18 05:48:42,,,0.004339,BTC,,,
2020-11-18 05:46:51,,,2605.368613,XLM,,,
2020-11-18 05:45:22,2605.368613,XLM,224.04,USD,,,,
2020-11-18 05:44:16,154.02,USD,0.331061,ETH,,,,
2020-11-17 10:18:42,0.000037,ETH,,,,,
2020-11-17 10:18:33,0.000000,BTC,,,,,
2020-11-17 10:17:42,0.02,USD,,,,,
2020-11-17 09:49:45,35.00,USD,,,,,
2020-11-16 10:38:27,35.00,USD,,,,,
2020-11-16 10:10:00,0.000036,ETH,,,,,
2020-11-16 10:09:53,0.000000,BTC,,,,,
2020-11-15 22:42:53,0.002166,BTC,35.01,USD,,,,
2020-11-15 10:41:33,0.000037,ETH,,,,,
2020-11-15 10:41:22,0.000000,BTC,,,,,
2020-11-15 10:40:36,0.01,USD,,,,,
2020-11-15 09:08:14,35.00,USD,,,,,
2020-11-14 10:53:29,,,5446.033208,XLM,,,
2020-11-14 10:50:51,5446.033208,XLM,451.51,USD,,,,
2020-11-14 10:50:30,451.51,USD,1.000000,ETH,,,,
2020-11-14 10:47:37,0.002172,BTC,35.01,USD,,,,
2020-11-14 10:27:40,0.000148,ETH,,,,,
2020-11-14 10:26:57,0.01,USD,,,,,
2020-11-14 09:06:33,35.00,USD,,,,,
2020-11-13 14:43:13,1.330802,ETH,634.86,USD,,,,
2020-11-13 10:41:18,0.14,USD,,,,,
2020-11-13 09:33:20,461.61,USD,461.614197,USDC,,,,
2020-11-13 09:32:46,68.09,USD,849.641479,XLM,,,,
2020-11-13 09:22:51,35.00,USD,,,,,
